StudentID,Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA,GradeClass
1061,17,1,1,1,12.26340721486234,10,0,0,1,0,1,0,1.892758695926592,4.0
1062,17,0,0,1,17.376021916356407,12,0,2,0,0,1,0,1.8650092394470033,3.0
1063,15,0,1,3,13.238031529438572,11,0,3,0,1,0,0,1.7873907780801865,3.0
1064,15,0,0,1,8.680977369563614,8,0,2,0,1,0,0,1.90866257526117,3.0
1065,17,0,0,2,16.388557073407302,3,1,4,0,0,0,0,2.6778853948062475,1.0
1066,16,0,1,1,18.111642751462643,6,1,3,1,0,0,0,2.6094842458666325,1.0
1067,18,0,0,4,2.3951993286439444,23,0,3,0,1,0,0,0.8316991033181715,4.0
1068,15,1,0,1,10.638659551055827,28,0,0,0,1,0,0,0.0278186247324679,4.0
1069,18,1,3,2,5.690239194848883,21,1,3,0,0,1,0,1.3299645378768772,4.0
1070,16,1,2,1,0.941223957538948,1,0,4,0,0,1,0,3.283916521897384,1.0
1071,16,0,1,2,13.370933902279706,6,0,2,1,0,0,0,2.3499633458534914,2.0
1072,16,1,1,1,17.255415549184512,28,0,3,0,0,1,1,0.7388682028052602,4.0
1073,15,0,1,1,3.258053089547881,8,0,2,1,1,0,0,2.045441330266734,2.0
1074,16,0,0,3,16.24827315247801,4,1,2,0,0,0,0,2.640742855176639,1.0
1075,15,1,0,3,17.067914670738833,14,0,3,1,0,1,0,2.200682946560561,3.0
1076,16,0,0,3,18.28680885332967,17,0,3,0,1,0,0,1.4846924585345547,4.0
1077,18,0,0,2,5.305701781721048,3,0,3,0,0,0,0,2.187521195535994,2.0
1078,18,1,1,3,18.079061303797783,18,1,1,1,1,0,0,2.1317372971872284,3.0
1079,17,1,0,0,6.413255094728645,19,0,1,0,0,0,0,0.9797699107752862,4.0
1080,18,1,3,1,11.046760269110056,25,0,3,0,1,0,0,0.994325023551287,4.0
1081,17,0,3,1,1.0101494166456426,6,0,1,0,1,0,0,1.6597599814250676,3.0
1082,18,1,2,2,0.8776217673748721,25,0,2,0,0,0,0,0.500508035804656,4.0
1083,15,1,1,1,14.407464254644058,7,0,0,1,1,0,0,2.532438417587673,2.0
1084,18,0,2,1,8.88959955955582,16,0,1,0,1,0,0,1.1707024286285581,4.0
1085,17,1,0,2,5.125847507384352,12,0,3,1,1,0,0,2.342836773191855,3.0
1086,17,1,2,3,3.808269920498204,23,0,3,0,0,0,0,1.1588463344506037,4.0
1087,16,1,0,1,13.399069817184362,20,1,1,1,0,1,1,1.5237487447337323,4.0
1088,15,0,2,1,0.0080308805067974,27,0,1,0,0,1,0,0.0,4.0
1089,18,0,0,1,16.117823383937086,22,0,0,1,0,1,0,0.84689761155519,4.0
1090,16,0,2,1,1.5849921225985764,10,0,2,0,0,1,1,1.7837921473398133,3.0
1091,18,0,3,1,3.829792298162389,26,0,1,0,0,0,1,0.1557946245964121,4.0
1092,18,1,0,2,7.724727905981792,0,0,2,1,1,0,0,3.5069200713692137,0.0
1093,16,0,0,2,9.697174794322072,1,1,3,0,0,0,0,2.8418295546807553,0.0
1094,16,0,3,2,7.099902316278836,16,1,3,0,1,0,0,1.790793083432184,3.0
1095,16,1,0,1,6.414243299685878,4,0,1,1,1,0,0,2.7084723438568763,2.0
1096,16,1,2,3,19.278320241463767,29,0,3,0,0,0,1,0.7329082339013866,4.0
1097,16,1,1,1,12.831593624867883,29,0,4,0,0,1,0,0.9654824453045304,4.0
1098,18,0,0,2,0.4686591073477641,5,0,2,0,1,0,0,2.0441862879504753,2.0
1099,16,0,0,3,8.603518168886264,25,0,2,1,0,1,1,0.5954578399369885,4.0
1100,15,0,0,1,17.500173994879404,24,0,2,0,0,0,0,0.5776452651161529,4.0
1101,17,1,2,1,6.029123728213359,23,1,1,1,1,0,1,1.2712295298373406,4.0
1102,16,1,0,3,1.8911268954877647,6,0,3,1,0,1,1,2.52614214142023,2.0
1103,16,0,1,1,15.167695431798355,27,0,3,1,1,0,0,0.7539323162876186,4.0
1104,18,1,0,2,12.120276638721624,20,1,2,0,1,0,0,1.515639098395023,4.0
1105,16,1,1,0,11.406250156530078,29,0,3,1,0,0,0,0.6482739267081915,4.0
1106,16,1,2,2,1.0715311921481585,14,0,3,0,1,1,1,2.0488500821388604,3.0
1107,16,0,3,1,2.8099801959103465,18,0,0,1,0,0,1,0.6738367994057111,4.0
1108,18,1,0,0,12.450987924262275,15,0,1,0,1,0,0,1.4641879236906472,4.0
1109,16,1,2,2,4.156476829176716,24,1,3,1,1,0,0,1.487946865169799,4.0
1110,17,0,2,1,10.081401594968488,12,1,4,0,0,0,0,2.070052637096508,2.0
1111,18,0,1,1,10.89763372058787,4,1,3,0,0,0,0,2.5766455825558983,1.0
1112,17,1,3,0,5.670143805418788,2,1,4,0,0,1,0,3.5451594318003106,0.0
1113,18,1,0,1,18.968503110829857,2,0,2,0,0,0,0,3.0895989530746477,1.0
1114,16,0,0,1,16.8492821367115,18,1,1,0,1,1,0,1.5359651519345665,4.0
1115,17,0,2,0,14.44747015265597,13,1,2,0,0,0,0,1.7588745476695689,3.0
1116,18,1,0,3,1.5598773281881817,15,0,0,0,0,0,1,0.8782126167627767,4.0
1117,15,1,2,0,2.122600386180389,21,0,3,1,0,1,0,1.340368647512407,4.0
1118,16,1,2,2,9.855626917299114,16,0,4,0,0,0,0,1.8195113357139088,4.0
1119,18,1,0,1,3.214266983819713,26,0,3,0,1,0,0,0.6193509314675341,4.0
1120,15,0,2,1,19.56530927058948,3,0,2,1,0,1,1,2.895568695754813,0.0
1121,18,1,0,3,3.170404680548189,12,1,1,1,1,0,0,2.17490279620988,3.0
1122,15,1,1,1,9.74935670927948,7,1,1,0,1,1,0,2.974406014911044,2.0
1123,16,0,1,4,7.282421136830108,18,0,2,0,0,0,0,0.7845886749990423,4.0
1124,17,1,3,1,12.78772842908196,4,0,3,0,0,0,0,3.101673809015105,1.0
1125,15,0,0,2,2.5807281777884983,1,1,2,1,0,1,0,2.7986058734186567,1.0
1126,18,1,0,2,8.606328560847817,14,0,4,1,0,0,0,2.590553445052984,2.0
1127,16,1,1,3,5.494100656142873,1,0,3,1,0,0,0,3.5350037581843186,0.0
1128,15,0,2,2,17.75503049343376,10,1,1,0,1,0,0,2.2559373962345495,2.0
1129,18,0,1,2,0.8117142426939017,12,1,1,1,1,0,0,1.6132774196141293,3.0
1130,18,1,0,1,18.274549880129182,22,1,3,0,0,0,0,1.3711850388917164,4.0
1131,18,1,0,1,16.65988277106001,9,0,1,0,0,0,0,2.1047955879699045,3.0
1132,15,1,0,3,5.951414328816309,2,0,3,0,0,0,0,3.030439088696523,1.0
1133,15,0,2,1,15.785813093542094,4,1,2,0,1,0,0,2.8659374978495684,0.0
1134,15,1,0,1,0.6242712067749512,2,0,1,1,0,0,0,2.4265467060392454,3.0
1135,17,0,0,2,19.33731100586787,5,1,2,1,0,0,0,2.5291490162066914,1.0
1136,15,0,3,1,10.531898851795788,12,0,2,1,0,0,0,1.6981108237030946,3.0
1137,15,1,0,4,6.065620521308905,9,0,3,0,1,0,0,2.204860580997317,3.0
1138,15,0,3,2,7.251664251893541,18,0,0,1,0,1,1,0.9463900003984383,4.0
1139,17,1,1,2,1.3281070692099473,7,0,3,1,0,0,0,2.7387957163436,2.0
1140,15,1,2,3,19.786990280840783,17,1,3,0,0,0,0,2.2379013009826028,3.0
1141,18,1,0,0,0.7858389030138491,2,0,3,1,0,0,0,3.139481546380388,1.0
1142,15,1,0,1,13.09814246295718,23,1,0,1,1,0,0,1.0460447710800969,4.0
1143,18,1,2,2,8.854718554129166,23,1,3,0,0,0,0,0.8164582452137992,4.0
1144,18,0,2,1,18.978324363774306,16,0,2,1,0,1,0,1.626835696416944,3.0
1145,18,0,2,2,4.919994806135904,7,1,2,1,1,0,0,1.9456628182257896,3.0
1146,17,1,0,3,10.641736478760226,9,0,3,1,0,0,0,2.6597713195279016,2.0
1147,17,1,2,2,9.64712417165506,1,1,2,1,0,0,1,3.588887939765012,0.0
1148,17,0,2,1,14.057328881002029,11,0,3,0,1,0,0,1.8516701022488022,3.0
1149,15,0,1,4,1.3602046390484102,22,0,1,1,1,0,1,0.8057806561712241,4.0
1150,18,0,2,2,3.875782600467097,5,0,3,1,0,0,0,2.3052898571684195,2.0
1151,17,0,2,2,4.291296401856997,1,0,1,0,1,1,0,2.243603943129348,2.0
1152,17,1,1,1,14.763015096833794,20,1,3,0,1,0,0,1.7629211240998668,4.0
1153,15,1,0,3,3.7827739265348015,22,0,4,1,0,0,1,1.11991126295732,4.0
1154,17,0,0,2,11.469835277819534,23,0,2,0,0,0,0,0.8245260045759037,4.0
1155,15,1,0,2,4.304876410019074,2,0,2,1,0,0,0,3.0756193536614336,1.0
1156,16,0,0,3,17.232499001679567,16,1,3,1,1,0,0,2.1051472520995342,2.0
1157,17,1,0,1,18.84370908979277,28,0,0,0,1,1,1,0.5030669073279145,4.0
1158,16,0,0,2,10.369859498844807,6,0,2,0,0,0,0,2.227390269714252,2.0
1159,15,1,0,3,7.046177684183565,28,0,2,0,0,0,0,0.2476267650865634,4.0
1160,18,0,0,1,4.681155500349982,20,0,3,0,0,0,1,0.951639015695029,4.0
1161,17,0,2,2,0.9956200304608752,4,1,3,1,0,0,1,2.700795207042272,1.0
1162,15,1,3,3,5.370001523949908,22,1,3,0,0,0,0,1.293573556445951,4.0
1163,18,0,0,2,13.084715598906358,0,1,3,0,0,1,1,2.9748695234295717,0.0
1164,18,1,3,2,10.672338626184215,7,0,3,1,0,0,0,2.670559614819829,2.0
1165,16,1,1,3,18.880825565618547,11,1,2,1,0,0,0,2.369648013449619,3.0
1166,15,0,0,3,7.925545249834012,13,0,2,0,1,0,0,1.2995894561777235,4.0
1167,18,1,0,1,13.87726684656789,15,1,2,1,1,0,0,2.5374768278143587,2.0
1168,17,1,1,0,9.786454949502428,9,0,4,0,1,0,0,2.298417928509479,3.0
1169,17,1,2,2,10.251524318484233,14,0,3,1,0,0,0,2.2598041504961186,3.0
1170,16,1,2,2,5.35548629208235,20,0,2,0,1,0,0,1.3213433008698847,4.0
1171,18,1,0,2,9.099015536839994,23,0,3,0,1,0,0,0.9499742281238568,4.0
1172,15,0,0,2,9.415699940254145,25,0,2,1,0,0,1,0.6550292928584409,4.0
1173,17,1,0,1,14.132850434978678,14,1,3,0,0,0,0,2.3392245127535936,3.0
1174,18,1,0,2,18.81279998372228,9,0,2,0,1,0,0,2.6827762879633723,2.0
1175,18,1,0,1,6.586425549650086,20,1,1,1,0,0,0,1.543837471085622,4.0
1176,16,1,0,2,0.8440093716259689,27,0,3,1,0,0,0,0.1969011048236224,4.0
1177,17,1,2,2,9.925902510012794,6,0,3,0,0,0,0,2.748610257448085,2.0
1178,17,0,3,1,10.889226642983372,25,1,2,1,0,1,0,0.8839150301599557,4.0
1179,15,1,0,1,3.368811022638305,2,0,2,1,0,0,0,2.553439811443938,2.0
1180,17,0,3,2,15.209292125521332,1,0,3,1,0,0,1,2.619386767047903,1.0
1181,15,0,0,2,19.698582168829837,5,1,3,0,0,0,0,2.5488483024311317,1.0
1182,17,0,0,1,18.915494340169214,20,0,3,1,0,0,0,1.3776926001924714,4.0
1183,16,0,0,4,3.942120776473044,8,0,2,1,1,0,0,1.870437086072299,3.0
1184,17,1,1,2,17.507264798015214,9,1,4,1,1,0,0,3.273998748434336,1.0
1185,15,0,3,4,14.089872728233694,3,0,3,0,0,0,0,2.3948019129642235,2.0
1186,15,0,1,2,9.076931276138232,26,1,3,1,0,0,0,0.7171183192187164,4.0
1187,16,1,0,2,10.812219886494582,2,0,3,0,0,0,0,2.9610552588035977,2.0
1188,17,1,1,3,16.99200349964916,8,0,1,1,0,0,0,2.6743510954520984,2.0
1189,17,1,0,2,9.602698792767464,23,0,0,1,1,0,0,1.2178731513333656,4.0
1190,16,0,2,2,7.464147382102537,21,1,3,0,0,0,0,1.092472888263608,4.0
1191,17,1,1,1,9.864949860519715,16,0,2,0,0,0,1,1.5222748446854282,4.0
1192,17,1,0,2,11.582596080700982,13,1,3,0,0,0,0,2.2314023973705024,3.0
1193,15,0,1,1,3.781553075566977,9,0,2,1,0,0,0,1.7082130839120753,3.0
1194,17,1,1,1,18.018154605339813,12,0,2,0,0,0,0,2.255698914963147,3.0
1195,17,1,0,0,13.483738976592276,11,1,1,1,0,1,0,2.751145787611705,2.0
1196,16,1,1,0,12.665378346749778,26,0,3,1,1,0,0,0.8976341586164038,4.0
1197,16,1,0,4,1.9899245236127627,0,0,1,1,0,0,1,3.117354434785501,1.0
1198,18,0,2,1,12.083478763451836,27,0,3,1,0,1,0,1.0300761050064076,4.0
1199,15,1,2,2,2.4192132447698467,21,0,2,0,0,0,0,0.5710530980330257,4.0
1200,17,1,2,3,1.573953503907981,28,0,3,1,0,0,0,0.5813557994949716,4.0
1201,17,0,1,2,10.546217912847863,18,0,1,0,0,1,0,1.3147699232591652,4.0
1202,18,1,1,1,8.055710680929899,18,0,1,0,0,0,0,1.2348440407820207,4.0
1203,17,0,0,2,11.776205403124465,5,0,3,0,1,0,1,2.374474895663812,2.0
1204,15,1,2,2,1.784443361144772,12,0,2,1,0,0,0,2.009298479722319,3.0
1205,18,0,0,2,8.619661256945168,18,0,1,1,0,0,0,0.9168688273036736,4.0
1206,15,0,0,2,3.4957343009031594,12,1,4,0,0,0,0,1.7538905582842301,3.0
1207,18,0,0,4,19.74200171848233,26,1,1,1,0,0,0,0.75658469863996,4.0
1208,18,0,0,2,11.223004248703488,25,0,2,1,0,0,0,0.45380002279223214,4.0
1209,16,1,1,1,13.748737218817348,21,0,1,0,0,0,0,0.9707643470928292,4.0
1210,15,0,0,2,6.508365613652156,20,1,2,1,0,1,1,1.3248481004003743,4.0
1211,17,1,2,0,1.894778295586883,3,0,2,0,0,1,0,2.8393132491560324,2.0
1212,17,0,0,3,19.517417255670733,23,0,1,0,0,1,1,0.1518544479272208,4.0
1213,15,0,0,1,5.7251807076636645,1,0,3,1,0,0,0,2.606635748018296,1.0
1214,17,0,1,1,8.476163703471485,14,1,2,0,0,0,0,1.5360446821271165,4.0
1215,17,1,0,3,12.9972784340515,11,0,3,0,0,0,0,2.0217714943693785,3.0
1216,15,0,0,2,0.4939459537222257,29,1,1,1,0,0,0,0.10074645969995984,4.0
1217,18,1,2,1,16.205182610345737,26,1,2,1,0,0,0,1.2870134123902284,4.0
1218,15,1,0,2,10.731563800572406,6,0,0,1,0,1,0,2.591426703229313,2.0
1219,18,1,2,3,5.564343741376443,19,1,3,0,0,0,0,1.4633796485356,4.0
1220,17,1,0,1,1.232159705849385,17,0,3,0,0,0,0,1.465549386433812,4.0
1221,17,1,0,3,3.2499683094888288,22,0,3,1,1,0,1,1.710466837709535,4.0
1222,17,1,2,0,17.900677177068737,12,0,2,0,1,0,1,2.288505685252231,3.0
1223,16,1,0,2,13.72048447871782,16,0,3,0,0,1,0,1.9609688486532324,4.0
1224,18,1,0,3,4.998034432737796,3,0,3,0,0,0,0,2.6216233262773407,2.0
1225,16,1,0,1,1.3120152989005909,24,0,0,1,0,0,0,0.7683163859836675,4.0
1226,16,0,0,2,13.812306247732726,13,0,1,0,0,1,0,1.4451250763246488,4.0
1227,15,0,2,1,11.448154519355302,19,0,2,0,0,0,0,0.705493082462216,4.0
1228,16,0,0,2,8.090390489164701,27,0,3,0,1,0,0,0.6536545765250779,4.0
1229,15,0,2,2,7.272228983801277,12,1,0,0,0,0,0,1.1569060221615755,4.0
1230,15,0,2,2,4.336285518582166,2,0,3,0,1,0,0,2.6712754897602498,1.0
1231,16,1,0,1,13.392225130750353,25,0,2,0,0,0,0,0.8196254779474454,4.0
1232,18,1,3,1,19.41336055587741,25,0,2,0,0,0,0,0.6768179731112823,4.0
1233,18,1,0,0,3.514304916736517,17,0,1,0,1,0,1,1.3895448744649723,4.0
1234,18,1,3,1,11.942332400310068,13,0,2,0,1,0,1,1.9915084140251773,4.0
1235,18,1,0,2,8.483701114919524,14,0,0,0,1,0,0,1.6398675504146123,4.0
1236,18,1,1,3,8.933774434893298,2,0,0,0,1,0,0,2.511743020605421,2.0
1237,16,1,0,2,5.082945602556288,0,0,3,0,0,1,0,2.9839199495864985,2.0
1238,16,0,0,2,16.50269751322838,25,1,2,0,0,1,0,1.00692388354564,4.0
1239,17,0,1,4,9.705112082944822,23,1,2,0,0,0,0,1.1343439418982046,4.0
1240,18,0,2,2,10.86811704396528,16,0,1,1,0,1,0,1.2776132579054134,4.0
1241,16,0,0,3,6.095218255946515,2,1,2,0,1,0,0,2.470959894548768,1.0
1242,17,1,0,2,3.636169313338995,13,0,0,1,1,0,0,1.6413414427787147,4.0
1243,18,1,2,1,1.7182077640564095,2,0,2,0,1,0,0,2.5868706562634283,2.0
1244,15,1,1,0,14.282382818498318,12,1,2,0,0,0,0,2.389032645212185,3.0
1245,17,0,3,2,3.924685633757112,14,0,2,1,0,0,0,1.5185171202249799,4.0
1246,16,1,2,1,13.801507083775954,17,0,4,0,1,0,0,2.1104879749817496,3.0
1247,15,1,3,1,7.807528920939077,13,0,2,0,0,0,0,1.7002735894049137,4.0
1248,15,1,2,2,8.315496019793029,20,0,2,1,0,0,0,1.0444999950877136,4.0
1249,15,0,0,2,9.383549921855431,25,0,2,0,1,0,0,0.9553329070115807,4.0
1250,17,1,0,2,7.354170162550863,2,0,1,0,0,1,0,2.6491368281965504,2.0
1251,16,0,2,1,2.0123995444518017,18,0,3,0,1,0,0,0.9873131111421842,4.0
1252,15,0,1,1,6.192636200056915,7,0,2,1,0,0,0,1.7019270927302608,3.0
1253,18,0,0,2,13.274687213878767,3,1,1,1,0,0,0,2.3311101193105057,2.0
1254,15,0,0,4,13.31568802937742,3,0,3,0,0,0,1,2.495515130520302,1.0
1255,15,1,3,2,5.724486144799887,18,1,0,0,0,0,0,1.0363787383257312,4.0
1256,17,0,1,3,9.20205253115376,10,0,4,1,0,0,1,1.9226276376188207,3.0
1257,17,0,0,2,3.8689445602387496,0,1,3,0,0,0,0,2.5252064511275565,1.0
1258,16,1,0,2,4.207441630596716,7,1,2,0,1,1,0,2.723471858740064,2.0
1259,18,1,0,1,0.4609417681321481,14,0,1,1,1,0,0,1.5309511463109082,4.0
1260,17,0,0,2,17.934930998154893,0,0,1,0,0,0,0,2.7748650793085825,1.0
1261,15,1,0,2,4.214133301498125,6,0,1,1,0,0,0,2.3020320443414053,3.0
1262,16,0,0,2,4.550677538729266,20,1,1,1,0,0,0,1.012542327359547,4.0
1263,15,0,2,2,5.592028652902636,19,0,2,1,1,0,1,1.1836817821912256,4.0
1264,15,0,0,2,2.54816143390858,19,0,4,0,0,1,1,1.1560613753595035,4.0
1265,17,0,2,1,12.785257663627256,23,0,2,0,0,0,0,0.6475470482947697,4.0
1266,16,1,2,2,1.5028590635517314,10,1,3,0,0,0,0,2.1502332699887816,3.0
1267,18,0,0,1,2.6840485265270053,26,0,3,0,0,0,0,0.4473149724094756,4.0
1268,18,1,1,3,12.895134531801858,28,0,3,0,0,0,0,0.5807884851770568,4.0
1269,17,1,0,1,6.793212409628855,13,0,0,0,1,1,1,1.602089195984674,4.0
1270,17,1,2,0,14.158956534023782,21,1,2,0,1,0,0,1.0027983635819373,4.0
1271,16,1,0,2,11.14849489340284,15,0,3,0,0,0,0,1.6630634531990602,4.0
1272,18,0,1,2,5.120423461230262,13,0,3,0,0,0,1,1.225237167775656,4.0
1273,18,1,1,2,13.016559009786562,11,0,4,0,0,0,0,2.205842147030335,3.0
1274,18,0,0,1,2.325473605857613,16,0,3,0,0,0,1,0.9242708487725312,4.0
1275,15,1,0,2,10.728207661600608,13,1,1,0,0,0,0,2.153758339869399,3.0
1276,18,1,1,1,8.742962100900693,9,0,2,1,0,0,1,2.592786686317039,2.0
1277,15,0,2,3,5.357471656348816,23,0,0,1,1,0,0,0.7298644056764436,4.0
1278,16,0,0,3,12.080099954790002,28,1,3,0,0,0,0,0.5565047467679571,4.0
1279,15,0,1,2,17.42667184680565,13,1,2,0,0,0,0,1.711695913095188,3.0
1280,16,1,0,1,19.97809399526153,17,0,3,0,0,0,0,1.5504493308923313,4.0
1281,18,1,2,2,12.15525537486849,21,0,4,0,0,0,1,1.5475367003506038,4.0
1282,18,0,0,0,8.094117486583404,8,1,3,0,0,1,0,2.373238427435957,2.0
1283,16,0,2,2,4.5041420043240326,16,0,2,1,0,0,1,1.306943496802579,4.0
1284,17,0,0,1,5.141921787902235,5,1,1,0,0,0,0,1.8660322556283253,3.0
1285,16,0,0,3,9.589099562995314,7,1,3,1,1,1,0,2.616209847523791,1.0
1286,17,1,0,0,7.345554025614184,25,0,1,0,0,0,0,0.3464705925902769,4.0
1287,15,0,0,2,18.276290452498884,12,1,1,0,0,0,0,1.515923469072086,4.0
1288,15,0,1,2,7.365909353114191,17,0,1,0,0,0,0,1.1653940808698156,4.0
1289,15,0,0,2,7.468891822908709,4,0,2,1,0,0,0,2.042978521017752,2.0
1290,18,0,2,0,7.67069024867954,5,0,1,0,0,0,0,1.779357968969604,3.0
1291,15,1,0,4,16.732404207353163,20,1,4,0,1,1,0,1.8476004181084256,4.0
1292,17,0,0,2,13.015766416938035,18,0,4,1,0,0,0,1.4798085657067865,4.0
1293,15,1,0,2,12.283377006377854,3,0,4,0,0,1,0,3.268794215560215,1.0
1294,16,0,0,1,6.682860447677244,6,1,0,0,0,0,1,2.0372133097968184,2.0
1295,16,0,0,2,16.35808353664879,3,0,4,0,0,0,0,2.480983376403302,1.0
1296,18,1,0,2,0.7672772271140227,24,0,4,0,0,1,0,0.6559540779626771,4.0
1297,16,0,0,0,17.415943446762263,10,1,4,0,1,0,0,2.470809844493342,1.0
1298,17,1,0,1,10.254997995878592,11,1,3,0,0,0,0,1.992559805482,4.0
1299,15,1,1,3,7.965004697268256,13,1,3,0,1,0,0,2.605247445547851,2.0
1300,18,0,1,1,9.943345614353714,12,1,1,0,0,0,0,1.3871779633867727,4.0
1301,15,1,0,1,13.348310610676622,28,0,3,1,0,0,0,1.11384878785912,4.0
1302,15,1,0,2,0.2553085303579472,9,0,0,1,0,0,0,1.6492502516618042,4.0
